iso_code,continent,location,date,total_cases,new_cases,stringency_index
AFG,Asia,Afghanistan,2/1/2020,0,0,0
AFG,Asia,Afghanistan,2/2/2020,0,0,0
AFG,Asia,Afghanistan,2/3/2020,1,0,27.78
AFG,Asia,Afghanistan,2/4/2020,192,26,67.59
AFG,Asia,Afghanistan,2/5/2020,2335,164,84.26
AFG,Asia,Afghanistan,2/6/2020,15750,545,84.26
AFG,Asia,Afghanistan,2/7/2020,31836,319,78.7
AFG,Asia,Afghanistan,2/13/2020,0,0,0
AFG,Asia,Afghanistan,2/14/2020,0,0,0
AFG,Asia,Afghanistan,2/15/2020,0,0,0
AFG,Asia,Afghanistan,2/16/2020,0,0,0
AFG,Asia,Afghanistan,2/17/2020,0,0,0
AFG,Asia,Afghanistan,2/18/2020,0,0,0
AFG,Asia,Afghanistan,2/19/2020,0,0,0
AFG,Asia,Afghanistan,2/20/2020,0,0,0
AFG,Asia,Afghanistan,2/21/2020,0,0,0
AFG,Asia,Afghanistan,2/22/2020,0,0,0
AFG,Asia,Afghanistan,2/23/2020,0,0,8.33
AFG,Asia,Afghanistan,2/24/2020,0,0,8.33
AFG,Asia,Afghanistan,2/25/2020,1,1,8.33
AFG,Asia,Afghanistan,2/26/2020,1,0,8.33
AFG,Asia,Afghanistan,2/27/2020,1,0,8.33
AFG,Asia,Afghanistan,2/28/2020,1,0,8.33
AFG,Asia,Afghanistan,2/29/2020,1,0,8.33
AFG,Asia,Afghanistan,3/1/2020,0,0,0
AFG,Asia,Afghanistan,3/2/2020,0,0,0
AFG,Asia,Afghanistan,3/4/2020,235,43,67.59
AFG,Asia,Afghanistan,3/5/2020,2469,134,84.26
AFG,Asia,Afghanistan,3/6/2020,16509,759,84.26
AFG,Asia,Afghanistan,3/7/2020,32022,186,78.7
AFG,Asia,Afghanistan,3/15/2020,10,3,38.89
AFG,Asia,Afghanistan,3/16/2020,16,6,38.89
AFG,Asia,Afghanistan,3/17/2020,21,5,38.89
AFG,Asia,Afghanistan,3/18/2020,22,1,41.67
AFG,Asia,Afghanistan,3/19/2020,22,0,41.67
AFG,Asia,Afghanistan,3/20/2020,22,0,41.67
AFG,Asia,Afghanistan,3/21/2020,24,2,41.67
AFG,Asia,Afghanistan,3/22/2020,24,0,41.67
AFG,Asia,Afghanistan,3/23/2020,34,10,41.67
AFG,Asia,Afghanistan,3/24/2020,40,6,50.93
AFG,Asia,Afghanistan,3/25/2020,42,2,59.26
AFG,Asia,Afghanistan,3/26/2020,75,33,59.26
AFG,Asia,Afghanistan,3/27/2020,75,0,59.26
AFG,Asia,Afghanistan,3/28/2020,91,16,67.59
AFG,Asia,Afghanistan,3/29/2020,106,15,67.59
AFG,Asia,Afghanistan,3/30/2020,114,8,67.59
AFG,Asia,Afghanistan,3/31/2020,141,27,67.59
AFG,Asia,Afghanistan,4/1/2020,0,0,0
AFG,Asia,Afghanistan,4/2/2020,0,0,0
AFG,Asia,Afghanistan,4/4/2020,235,0,67.59
AFG,Asia,Afghanistan,4/5/2020,2704,235,84.26
AFG,Asia,Afghanistan,4/6/2020,17267,758,84.26
AFG,Asia,Afghanistan,4/7/2020,32324,302,78.7
AFG,Asia,Afghanistan,4/13/2020,607,52,84.26
AFG,Asia,Afghanistan,4/14/2020,665,58,84.26
AFG,Asia,Afghanistan,4/15/2020,714,49,84.26
AFG,Asia,Afghanistan,4/16/2020,784,70,84.26
AFG,Asia,Afghanistan,4/17/2020,794,10,84.26
AFG,Asia,Afghanistan,4/18/2020,845,51,84.26
AFG,Asia,Afghanistan,4/19/2020,908,63,84.26
AFG,Asia,Afghanistan,4/20/2020,996,88,84.26
AFG,Asia,Afghanistan,4/21/2020,1031,35,84.26
AFG,Asia,Afghanistan,4/22/2020,1092,61,84.26
AFG,Asia,Afghanistan,4/23/2020,1176,84,84.26
AFG,Asia,Afghanistan,4/24/2020,1281,105,84.26
AFG,Asia,Afghanistan,4/25/2020,1351,70,84.26
AFG,Asia,Afghanistan,4/26/2020,1463,112,84.26
AFG,Asia,Afghanistan,4/27/2020,1531,68,84.26
AFG,Asia,Afghanistan,4/28/2020,1703,172,84.26
AFG,Asia,Afghanistan,4/29/2020,1827,124,84.26
AFG,Asia,Afghanistan,4/30/2020,1949,122,84.26
AFG,Asia,Afghanistan,5/1/2020,0,0,0
AFG,Asia,Afghanistan,5/2/2020,0,0,0
AFG,Asia,Afghanistan,5/4/2020,270,35,78.7
AFG,Asia,Afghanistan,5/5/2020,2894,190,84.26
AFG,Asia,Afghanistan,5/6/2020,18054,787,84.26
AFG,Asia,Afghanistan,5/7/2020,32672,348,78.7
AFG,Asia,Afghanistan,5/13/2020,4967,280,84.26
AFG,Asia,Afghanistan,5/14/2020,5226,259,84.26
AFG,Asia,Afghanistan,5/15/2020,5339,113,84.26
AFG,Asia,Afghanistan,5/16/2020,6402,1063,84.26
AFG,Asia,Afghanistan,5/17/2020,6402,0,84.26
AFG,Asia,Afghanistan,5/18/2020,6664,262,84.26
AFG,Asia,Afghanistan,5/19/2020,7072,408,84.26
AFG,Asia,Afghanistan,5/20/2020,7653,581,84.26
AFG,Asia,Afghanistan,5/21/2020,8145,492,84.26
AFG,Asia,Afghanistan,5/22/2020,8676,531,84.26
AFG,Asia,Afghanistan,5/23/2020,9216,540,84.26
AFG,Asia,Afghanistan,5/24/2020,9998,782,84.26
AFG,Asia,Afghanistan,5/25/2020,10582,584,84.26
AFG,Asia,Afghanistan,5/26/2020,11173,591,84.26
AFG,Asia,Afghanistan,5/27/2020,11831,658,84.26
AFG,Asia,Afghanistan,5/28/2020,12456,625,84.26
AFG,Asia,Afghanistan,5/29/2020,13036,580,84.26
AFG,Asia,Afghanistan,5/30/2020,13659,623,84.26
AFG,Asia,Afghanistan,5/31/2020,14525,866,84.26
AFG,Asia,Afghanistan,6/1/2020,0,0,0
AFG,Asia,Afghanistan,6/2/2020,0,0,0
AFG,Asia,Afghanistan,6/4/2020,299,29,78.7
AFG,Asia,Afghanistan,6/5/2020,3224,330,84.26
AFG,Asia,Afghanistan,6/6/2020,18969,915,84.26
AFG,Asia,Afghanistan,6/7/2020,32951,279,78.7
AFG,Asia,Afghanistan,6/13/2020,23546,656,78.7
AFG,Asia,Afghanistan,6/14/2020,24102,556,78.7
AFG,Asia,Afghanistan,6/15/2020,24766,664,78.7
AFG,Asia,Afghanistan,6/16/2020,25527,761,78.7
AFG,Asia,Afghanistan,6/17/2020,26310,783,78.7
AFG,Asia,Afghanistan,6/18/2020,26874,564,78.7
AFG,Asia,Afghanistan,6/19/2020,27532,658,78.7
AFG,Asia,Afghanistan,6/20/2020,27878,346,78.7
AFG,Asia,Afghanistan,6/21/2020,28424,546,78.7
AFG,Asia,Afghanistan,6/22/2020,28833,409,78.7
AFG,Asia,Afghanistan,6/23/2020,29143,310,78.7
AFG,Asia,Afghanistan,6/24/2020,29481,338,78.7
AFG,Asia,Afghanistan,6/25/2020,29715,234,78.7
AFG,Asia,Afghanistan,6/26/2020,30175,460,78.7
AFG,Asia,Afghanistan,6/27/2020,30451,276,78.7
AFG,Asia,Afghanistan,6/28/2020,30616,165,78.7
AFG,Asia,Afghanistan,6/29/2020,30967,351,78.7
AFG,Asia,Afghanistan,6/30/2020,31238,271,78.7
ALB,Europe,Albania,2/4/2020,259,16,84.26
ALB,Europe,Albania,2/5/2020,782,9,89.81
ALB,Europe,Albania,2/6/2020,1143,6,67.59
ALB,Europe,Albania,2/7/2020,2580,45,64.81
ALB,Europe,Albania,3/4/2020,277,18,84.26
ALB,Europe,Albania,3/5/2020,789,7,89.81
ALB,Europe,Albania,3/6/2020,1164,21,67.59
ALB,Europe,Albania,3/7/2020,2662,82,64.81
ALB,Europe,Albania,3/13/2020,23,12,78.7
ALB,Europe,Albania,3/14/2020,33,10,78.7
ALB,Europe,Albania,3/15/2020,38,5,81.48
ALB,Europe,Albania,3/16/2020,42,4,81.48
ALB,Europe,Albania,3/17/2020,51,9,81.48
ALB,Europe,Albania,3/18/2020,55,4,81.48
ALB,Europe,Albania,3/19/2020,59,4,81.48
ALB,Europe,Albania,3/20/2020,70,11,81.48
ALB,Europe,Albania,3/21/2020,70,0,81.48
ALB,Europe,Albania,3/22/2020,76,6,81.48
ALB,Europe,Albania,3/23/2020,89,13,84.26
ALB,Europe,Albania,3/24/2020,100,11,84.26
ALB,Europe,Albania,3/25/2020,123,23,84.26
ALB,Europe,Albania,3/26/2020,146,23,84.26
ALB,Europe,Albania,3/27/2020,174,28,84.26
ALB,Europe,Albania,3/28/2020,186,12,84.26
ALB,Europe,Albania,3/29/2020,197,11,84.26
ALB,Europe,Albania,3/30/2020,212,15,84.26
ALB,Europe,Albania,3/31/2020,223,11,84.26
ALB,Europe,Albania,4/4/2020,304,27,84.26
ALB,Europe,Albania,4/5/2020,795,6,89.81
ALB,Europe,Albania,4/6/2020,1184,20,67.59
ALB,Europe,Albania,4/7/2020,2752,90,64.81
ALB,Europe,Albania,4/13/2020,446,13,84.26
ALB,Europe,Albania,4/14/2020,467,21,84.26
ALB,Europe,Albania,4/15/2020,475,8,84.26
ALB,Europe,Albania,4/16/2020,494,19,84.26
ALB,Europe,Albania,4/17/2020,518,24,84.26
ALB,Europe,Albania,4/18/2020,539,21,89.81
ALB,Europe,Albania,4/19/2020,548,9,89.81
ALB,Europe,Albania,4/20/2020,562,14,89.81
ALB,Europe,Albania,4/21/2020,584,22,89.81
ALB,Europe,Albania,4/22/2020,609,25,89.81
ALB,Europe,Albania,4/23/2020,634,25,89.81
ALB,Europe,Albania,4/24/2020,663,29,89.81
ALB,Europe,Albania,4/25/2020,678,15,89.81
ALB,Europe,Albania,4/26/2020,712,34,89.81
ALB,Europe,Albania,4/27/2020,726,14,89.81
ALB,Europe,Albania,4/28/2020,736,10,89.81
ALB,Europe,Albania,4/29/2020,750,14,89.81
ALB,Europe,Albania,4/30/2020,766,16,89.81
ALB,Europe,Albania,5/4/2020,333,29,84.26
ALB,Europe,Albania,5/5/2020,803,8,89.81
ALB,Europe,Albania,5/6/2020,1197,13,67.59
ALB,Europe,Albania,5/7/2020,2819,67,64.81
ALB,Europe,Albania,5/13/2020,876,4,89.81
ALB,Europe,Albania,5/14/2020,880,4,89.81
ALB,Europe,Albania,5/15/2020,898,18,89.81
ALB,Europe,Albania,5/16/2020,916,18,89.81
ALB,Europe,Albania,5/17/2020,933,17,89.81
ALB,Europe,Albania,5/18/2020,946,13,83.33
ALB,Europe,Albania,5/19/2020,948,2,83.33
ALB,Europe,Albania,5/20/2020,949,1,83.33
ALB,Europe,Albania,5/21/2020,964,15,83.33
ALB,Europe,Albania,5/22/2020,969,5,83.33
ALB,Europe,Albania,5/23/2020,981,12,83.33
ALB,Europe,Albania,5/24/2020,989,8,83.33
ALB,Europe,Albania,5/25/2020,998,9,83.33
ALB,Europe,Albania,5/26/2020,1004,6,86.11
ALB,Europe,Albania,5/27/2020,1029,25,86.11
ALB,Europe,Albania,5/28/2020,1050,21,86.11
ALB,Europe,Albania,5/29/2020,1076,26,86.11
ALB,Europe,Albania,5/30/2020,1099,23,86.11
ALB,Europe,Albania,5/31/2020,1122,23,86.11
ALB,Europe,Albania,6/4/2020,361,28,84.26
ALB,Europe,Albania,6/5/2020,820,17,89.81
ALB,Europe,Albania,6/6/2020,1212,15,67.59
ALB,Europe,Albania,6/7/2020,2893,74,59.26
ALB,Europe,Albania,6/13/2020,1416,31,67.59
ALB,Europe,Albania,6/14/2020,1464,48,67.59
ALB,Europe,Albania,6/15/2020,1521,57,67.59
ALB,Europe,Albania,6/16/2020,1590,69,67.59
ALB,Europe,Albania,6/17/2020,1672,82,67.59
ALB,Europe,Albania,6/18/2020,1722,50,67.59
ALB,Europe,Albania,6/19/2020,1788,66,67.59
ALB,Europe,Albania,6/20/2020,1838,50,67.59
ALB,Europe,Albania,6/21/2020,1891,53,67.59
ALB,Europe,Albania,6/22/2020,1927,36,64.81
ALB,Europe,Albania,6/23/2020,1995,68,64.81
ALB,Europe,Albania,6/24/2020,2047,52,64.81
ALB,Europe,Albania,6/25/2020,2114,67,64.81
ALB,Europe,Albania,6/26/2020,2192,78,64.81
ALB,Europe,Albania,6/27/2020,2269,77,64.81
ALB,Europe,Albania,6/28/2020,2330,61,64.81
ALB,Europe,Albania,6/29/2020,2402,72,64.81
ALB,Europe,Albania,6/30/2020,2466,64,64.81
DZA,Africa,Algeria,2/1/2020,0,0,0
DZA,Africa,Algeria,2/2/2020,0,0,0
DZA,Africa,Algeria,2/3/2020,3,0,0
DZA,Africa,Algeria,2/4/2020,847,131,86.57
DZA,Africa,Algeria,2/5/2020,4154,148,76.85
DZA,Africa,Algeria,2/6/2020,9513,119,76.85
DZA,Africa,Algeria,2/7/2020,14272,365,65.74
DZA,Africa,Algeria,2/13/2020,0,0,0
DZA,Africa,Algeria,2/14/2020,0,0,0
DZA,Africa,Algeria,2/15/2020,0,0,0
DZA,Africa,Algeria,2/16/2020,0,0,0
DZA,Africa,Algeria,2/17/2020,0,0,0
DZA,Africa,Algeria,2/18/2020,0,0,0
DZA,Africa,Algeria,2/19/2020,0,0,0
DZA,Africa,Algeria,2/20/2020,0,0,0
DZA,Africa,Algeria,2/21/2020,0,0,0
DZA,Africa,Algeria,2/22/2020,0,0,0
DZA,Africa,Algeria,2/23/2020,0,0,0
DZA,Africa,Algeria,2/24/2020,0,0,0
DZA,Africa,Algeria,2/25/2020,0,0,0
DZA,Africa,Algeria,2/26/2020,1,1,0
DZA,Africa,Algeria,2/27/2020,1,0,0
DZA,Africa,Algeria,2/28/2020,1,0,0
DZA,Africa,Algeria,2/29/2020,1,0,0
DZA,Africa,Algeria,3/1/2020,0,0,0
DZA,Africa,Algeria,3/2/2020,0,0,0
DZA,Africa,Algeria,3/4/2020,986,139,86.57
DZA,Africa,Algeria,3/5/2020,4295,141,76.85
DZA,Africa,Algeria,3/6/2020,9626,113,76.85
DZA,Africa,Algeria,3/7/2020,14657,385,65.74
DZA,Africa,Algeria,3/13/2020,25,5,30.56
DZA,Africa,Algeria,3/14/2020,26,1,36.11
DZA,Africa,Algeria,3/15/2020,37,11,36.11
DZA,Africa,Algeria,3/16/2020,48,11,36.11
DZA,Africa,Algeria,3/17/2020,58,10,38.89
DZA,Africa,Algeria,3/18/2020,60,2,38.89
DZA,Africa,Algeria,3/19/2020,72,12,38.89
DZA,Africa,Algeria,3/20/2020,90,18,38.89
DZA,Africa,Algeria,3/21/2020,102,12,38.89
DZA,Africa,Algeria,3/22/2020,139,37,38.89
DZA,Africa,Algeria,3/23/2020,201,62,75
DZA,Africa,Algeria,3/24/2020,230,29,75
DZA,Africa,Algeria,3/25/2020,264,34,75
DZA,Africa,Algeria,3/26/2020,302,38,75
DZA,Africa,Algeria,3/27/2020,367,65,75
DZA,Africa,Algeria,3/28/2020,409,42,75
DZA,Africa,Algeria,3/29/2020,454,45,75
DZA,Africa,Algeria,3/30/2020,511,57,86.57
DZA,Africa,Algeria,3/31/2020,584,73,86.57
DZA,Africa,Algeria,4/1/2020,0,0,0
DZA,Africa,Algeria,4/2/2020,0,0,0
DZA,Africa,Algeria,4/3/2020,5,2,0
DZA,Africa,Algeria,4/4/2020,1171,185,86.57
DZA,Africa,Algeria,4/5/2020,4474,179,76.85
DZA,Africa,Algeria,4/6/2020,9626,0,76.85
DZA,Africa,Algeria,4/7/2020,15070,413,65.74
DZA,Africa,Algeria,4/13/2020,1914,89,86.57
DZA,Africa,Algeria,4/14/2020,1983,69,92.13
DZA,Africa,Algeria,4/15/2020,2070,87,92.13
DZA,Africa,Algeria,4/16/2020,2160,90,92.13
DZA,Africa,Algeria,4/17/2020,2268,108,92.13
DZA,Africa,Algeria,4/18/2020,2418,150,92.13
DZA,Africa,Algeria,4/19/2020,2535,117,92.13
DZA,Africa,Algeria,4/20/2020,2629,94,92.13
DZA,Africa,Algeria,4/21/2020,2718,89,92.13
DZA,Africa,Algeria,4/22/2020,2811,93,92.13
DZA,Africa,Algeria,4/23/2020,2910,99,92.13
DZA,Africa,Algeria,4/24/2020,3007,97,76.85
DZA,Africa,Algeria,4/25/2020,3127,120,76.85
DZA,Africa,Algeria,4/26/2020,3256,129,76.85
DZA,Africa,Algeria,4/27/2020,3382,126,76.85
DZA,Africa,Algeria,4/28/2020,3517,135,76.85
DZA,Africa,Algeria,4/29/2020,3649,132,76.85
DZA,Africa,Algeria,4/30/2020,3848,199,76.85
DZA,Africa,Algeria,5/1/2020,0,0,0
DZA,Africa,Algeria,5/2/2020,0,0,0
DZA,Africa,Algeria,5/3/2020,12,7,5.56
DZA,Africa,Algeria,5/4/2020,1251,80,86.57
DZA,Africa,Algeria,5/5/2020,4648,174,76.85
DZA,Africa,Algeria,5/6/2020,9831,205,76.85
DZA,Africa,Algeria,5/7/2020,15500,430,65.74
DZA,Africa,Algeria,5/13/2020,6067,176,87.96
DZA,Africa,Algeria,5/14/2020,6253,186,76.85
DZA,Africa,Algeria,5/15/2020,6442,189,76.85
DZA,Africa,Algeria,5/16/2020,6629,187,76.85
DZA,Africa,Algeria,5/17/2020,6821,192,76.85
DZA,Africa,Algeria,5/18/2020,7019,198,76.85
DZA,Africa,Algeria,5/19/2020,7201,182,76.85
DZA,Africa,Algeria,5/20/2020,7377,176,76.85
DZA,Africa,Algeria,5/21/2020,7542,165,76.85
DZA,Africa,Algeria,5/22/2020,7728,186,76.85
DZA,Africa,Algeria,5/23/2020,7918,190,76.85
DZA,Africa,Algeria,5/24/2020,8113,195,76.85
DZA,Africa,Algeria,5/25/2020,8306,193,76.85
DZA,Africa,Algeria,5/26/2020,8503,197,76.85
DZA,Africa,Algeria,5/27/2020,8697,194,76.85
DZA,Africa,Algeria,5/28/2020,8857,160,76.85
DZA,Africa,Algeria,5/29/2020,8997,140,76.85
DZA,Africa,Algeria,5/30/2020,9134,137,76.85
DZA,Africa,Algeria,5/31/2020,9267,133,76.85
DZA,Africa,Algeria,6/1/2020,0,0,0
DZA,Africa,Algeria,6/2/2020,0,0,0
DZA,Africa,Algeria,6/3/2020,17,5,5.56
DZA,Africa,Algeria,6/4/2020,1320,69,86.57
DZA,Africa,Algeria,6/5/2020,4838,190,76.85
DZA,Africa,Algeria,6/6/2020,9935,104,76.85
DZA,Africa,Algeria,6/7/2020,15941,441,65.74
DZA,Africa,Algeria,6/13/2020,10698,109,76.85
DZA,Africa,Algeria,6/14/2020,10810,112,65.74
DZA,Africa,Algeria,6/15/2020,10919,109,65.74
DZA,Africa,Algeria,6/16/2020,11031,112,65.74
DZA,Africa,Algeria,6/17/2020,11147,116,65.74
DZA,Africa,Algeria,6/18/2020,11268,121,65.74
DZA,Africa,Algeria,6/19/2020,11385,117,65.74
DZA,Africa,Algeria,6/20/2020,11504,119,65.74
DZA,Africa,Algeria,6/21/2020,11631,127,65.74
DZA,Africa,Algeria,6/22/2020,11771,140,65.74
DZA,Africa,Algeria,6/23/2020,11920,149,65.74
DZA,Africa,Algeria,6/24/2020,12076,156,65.74
DZA,Africa,Algeria,6/25/2020,12248,172,65.74
DZA,Africa,Algeria,6/26/2020,12445,197,65.74
DZA,Africa,Algeria,6/27/2020,12685,240,65.74
DZA,Africa,Algeria,6/28/2020,12968,283,65.74
DZA,Africa,Algeria,6/29/2020,13273,305,65.74
DZA,Africa,Algeria,6/30/2020,13571,298,65.74
AND,Europe,Andorra,2/4/2020,390,14,48.15
AND,Europe,Andorra,2/5/2020,746,1,52.78
AND,Europe,Andorra,2/6/2020,765,1,38.89
AND,Europe,Andorra,2/7/2020,855,0,27.78
AND,Europe,Andorra,3/3/2020,1,1,0
AND,Europe,Andorra,3/4/2020,428,38,48.15
AND,Europe,Andorra,3/5/2020,747,1,52.78
AND,Europe,Andorra,3/6/2020,844,79,38.89
AND,Europe,Andorra,3/7/2020,855,0,27.78
AND,Europe,Andorra,3/14/2020,2,1,20.37
AND,Europe,Andorra,3/16/2020,5,3,31.48
AND,Europe,Andorra,3/17/2020,14,9,31.48
AND,Europe,Andorra,3/18/2020,14,0,31.48
AND,Europe,Andorra,3/19/2020,53,39,31.48
AND,Europe,Andorra,3/20/2020,75,22,31.48
AND,Europe,Andorra,3/21/2020,75,0,31.48
AND,Europe,Andorra,3/22/2020,88,13,31.48
AND,Europe,Andorra,3/23/2020,113,25,31.48
AND,Europe,Andorra,3/24/2020,133,20,31.48
AND,Europe,Andorra,3/25/2020,164,31,48.15
AND,Europe,Andorra,3/26/2020,188,24,48.15
AND,Europe,Andorra,3/27/2020,224,36,48.15
AND,Europe,Andorra,3/28/2020,267,43,48.15
AND,Europe,Andorra,3/29/2020,308,41,48.15
AND,Europe,Andorra,3/30/2020,334,26,48.15
AND,Europe,Andorra,3/31/2020,370,36,48.15
AND,Europe,Andorra,4/4/2020,439,11,48.15
AND,Europe,Andorra,4/5/2020,748,1,52.78
AND,Europe,Andorra,4/6/2020,851,7,38.89
AND,Europe,Andorra,4/7/2020,855,0,27.78
AND,Europe,Andorra,4/13/2020,638,16,56.48
AND,Europe,Andorra,4/14/2020,646,8,56.48
AND,Europe,Andorra,4/15/2020,659,13,56.48
AND,Europe,Andorra,4/16/2020,673,14,56.48
AND,Europe,Andorra,4/17/2020,682,9,56.48
AND,Europe,Andorra,4/18/2020,696,14,56.48
AND,Europe,Andorra,4/19/2020,704,8,56.48
AND,Europe,Andorra,4/20/2020,713,9,52.78
AND,Europe,Andorra,4/21/2020,717,4,52.78
AND,Europe,Andorra,4/22/2020,717,0,52.78
AND,Europe,Andorra,4/23/2020,723,6,52.78
AND,Europe,Andorra,4/24/2020,724,1,52.78
AND,Europe,Andorra,4/25/2020,731,7,52.78
AND,Europe,Andorra,4/26/2020,733,2,52.78
AND,Europe,Andorra,4/27/2020,740,7,52.78
AND,Europe,Andorra,4/28/2020,743,3,52.78
AND,Europe,Andorra,4/29/2020,743,0,52.78
AND,Europe,Andorra,4/30/2020,743,0,52.78
AND,Europe,Andorra,5/4/2020,466,27,48.15
AND,Europe,Andorra,5/5/2020,750,2,52.78
AND,Europe,Andorra,5/6/2020,852,1,38.89
AND,Europe,Andorra,5/7/2020,855,0,27.78
AND,Europe,Andorra,5/13/2020,758,2,50
AND,Europe,Andorra,5/14/2020,760,2,50
AND,Europe,Andorra,5/15/2020,761,1,50
AND,Europe,Andorra,5/16/2020,761,0,50
AND,Europe,Andorra,5/17/2020,761,0,50
AND,Europe,Andorra,5/18/2020,761,0,50
AND,Europe,Andorra,5/19/2020,761,0,50
AND,Europe,Andorra,5/20/2020,761,0,50
AND,Europe,Andorra,5/21/2020,762,1,50
AND,Europe,Andorra,5/22/2020,762,0,50
AND,Europe,Andorra,5/23/2020,762,0,50
AND,Europe,Andorra,5/24/2020,762,0,50
AND,Europe,Andorra,5/25/2020,763,1,50
AND,Europe,Andorra,5/26/2020,763,0,50
AND,Europe,Andorra,5/27/2020,763,0,50
AND,Europe,Andorra,5/28/2020,763,0,50
AND,Europe,Andorra,5/29/2020,763,0,50
AND,Europe,Andorra,5/30/2020,764,1,50
AND,Europe,Andorra,5/31/2020,764,0,50
AND,Europe,Andorra,6/4/2020,501,35,48.15
AND,Europe,Andorra,6/5/2020,751,1,52.78
AND,Europe,Andorra,6/6/2020,852,0,38.89
AND,Europe,Andorra,6/7/2020,855,0,27.78
AND,Europe,Andorra,6/13/2020,853,1,38.89
AND,Europe,Andorra,6/14/2020,853,0,38.89
AND,Europe,Andorra,6/15/2020,853,0,38.89
AND,Europe,Andorra,6/16/2020,853,0,38.89
AND,Europe,Andorra,6/17/2020,854,1,38.89
AND,Europe,Andorra,6/18/2020,854,0,38.89
AND,Europe,Andorra,6/19/2020,855,1,38.89
AND,Europe,Andorra,6/20/2020,855,0,38.89
AND,Europe,Andorra,6/21/2020,855,0,38.89
AND,Europe,Andorra,6/22/2020,855,0,38.89
AND,Europe,Andorra,6/23/2020,855,0,38.89
AND,Europe,Andorra,6/24/2020,855,0,38.89
AND,Europe,Andorra,6/25/2020,855,0,38.89
AND,Europe,Andorra,6/26/2020,855,0,38.89
AND,Europe,Andorra,6/27/2020,855,0,38.89
AND,Europe,Andorra,6/28/2020,855,0,38.89
AND,Europe,Andorra,6/29/2020,855,0,38.89
AND,Europe,Andorra,6/30/2020,855,0,38.89
AGO,Africa,Angola,2/4/2020,8,1,90.74
AGO,Africa,Angola,2/5/2020,29,2,78.7
AGO,Africa,Angola,2/6/2020,86,0,77.78
AGO,Africa,Angola,2/7/2020,291,7,75.93
AGO,Africa,Angola,3/4/2020,8,0,90.74
AGO,Africa,Angola,3/5/2020,35,6,78.7
AGO,Africa,Angola,3/6/2020,86,0,77.78
AGO,Africa,Angola,3/7/2020,315,24,75.93
AGO,Africa,Angola,3/22/2020,2,2,11.11
AGO,Africa,Angola,3/23/2020,2,0,11.11
AGO,Africa,Angola,3/24/2020,2,0,33.33
AGO,Africa,Angola,3/25/2020,2,0,33.33
AGO,Africa,Angola,3/26/2020,2,0,33.33
AGO,Africa,Angola,3/27/2020,3,1,90.74
AGO,Africa,Angola,3/28/2020,4,1,90.74
AGO,Africa,Angola,3/29/2020,4,0,90.74
AGO,Africa,Angola,3/30/2020,7,3,90.74
AGO,Africa,Angola,3/31/2020,7,0,90.74
AGO,Africa,Angola,4/4/2020,8,0,90.74
AGO,Africa,Angola,4/5/2020,35,0,78.7
AGO,Africa,Angola,4/6/2020,86,0,77.78
AGO,Africa,Angola,4/7/2020,328,13,75.93
AGO,Africa,Angola,4/13/2020,19,0,90.74
AGO,Africa,Angola,4/14/2020,19,0,90.74
AGO,Africa,Angola,4/15/2020,19,0,90.74
AGO,Africa,Angola,4/16/2020,19,0,90.74
AGO,Africa,Angola,4/17/2020,19,0,90.74
AGO,Africa,Angola,4/18/2020,19,0,90.74
AGO,Africa,Angola,4/19/2020,24,5,90.74
AGO,Africa,Angola,4/20/2020,24,0,90.74
AGO,Africa,Angola,4/21/2020,24,0,90.74
AGO,Africa,Angola,4/22/2020,24,0,90.74
AGO,Africa,Angola,4/23/2020,24,0,78.7
AGO,Africa,Angola,4/24/2020,25,1,78.7
AGO,Africa,Angola,4/25/2020,25,0,78.7
AGO,Africa,Angola,4/26/2020,25,0,78.7
AGO,Africa,Angola,4/27/2020,26,1,78.7
AGO,Africa,Angola,4/28/2020,27,1,78.7
AGO,Africa,Angola,4/29/2020,27,0,78.7
AGO,Africa,Angola,4/30/2020,27,0,78.7
AGO,Africa,Angola,5/4/2020,10,2,90.74
AGO,Africa,Angola,5/5/2020,35,0,78.7
AGO,Africa,Angola,5/6/2020,86,0,77.78
AGO,Africa,Angola,5/7/2020,346,18,75.93
AGO,Africa,Angola,5/13/2020,45,0,75.93
AGO,Africa,Angola,5/14/2020,45,0,75.93
AGO,Africa,Angola,5/15/2020,48,3,75.93
AGO,Africa,Angola,5/16/2020,48,0,75.93
AGO,Africa,Angola,5/17/2020,48,0,81.48
AGO,Africa,Angola,5/18/2020,48,0,81.48
AGO,Africa,Angola,5/19/2020,48,0,81.48
AGO,Africa,Angola,5/20/2020,50,2,81.48
AGO,Africa,Angola,5/21/2020,52,2,81.48
AGO,Africa,Angola,5/22/2020,58,6,81.48
AGO,Africa,Angola,5/23/2020,60,2,81.48
AGO,Africa,Angola,5/24/2020,60,0,81.48
AGO,Africa,Angola,5/25/2020,69,9,81.48
AGO,Africa,Angola,5/26/2020,69,0,77.78
AGO,Africa,Angola,5/27/2020,71,2,77.78
AGO,Africa,Angola,5/28/2020,71,0,77.78
AGO,Africa,Angola,5/29/2020,73,2,77.78
AGO,Africa,Angola,5/30/2020,77,4,77.78
AGO,Africa,Angola,5/31/2020,84,7,77.78
AGO,Africa,Angola,6/4/2020,14,4,90.74
AGO,Africa,Angola,6/5/2020,36,1,78.7
AGO,Africa,Angola,6/6/2020,86,0,77.78
